ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum
164,"青山冶金大道冶金大道,近和平大道印力中心",114.38268592522816,30.633578659870444,16916,159.8,94.47,3,6,南,8.0,1,满二年,低层,37.0
165,黄陂武湖汉施路望湖国际,114.40599941010429,30.700005912337254,4737,45.0,95.0,2,5,南,7.0,0,,中层,24.0
166,洪山欢乐谷丰园路3号花样年花郡(一期),114.37912778067974,30.60969383011051,16635,155.0,93.18,3,6,南,9.0,1,满二年,中层,30.0
167,汉阳钟家村归元寺路8号远洋东方境世界观1A地块,114.25872204234174,30.545773395281937,21885,248.0,113.32,3,7,南北,2.0,1,,中层,43.0
168,新洲阳逻开发区环湖湖1号佳运环湖花园水云间,114.55729231994202,30.67234948365104,6638,75.0,113.0,3,7,南,8.0,0,满二年,高层,33.0
169,洪山珞瑜东路光谷一路36号统建天成美景,114.43118701926784,30.48698518713817,18638,166.0,89.07,3,6,南北,7.0,1,满二年,高层,33.0
170,洪山关山关山大道332号保利时代(北区),114.4022624356476,30.49359487837977,20704,190.0,91.77,3,6,南,9.0,0,满二年,中层,34.0
171,"洪山白沙洲杨林三路,近南郊路万科保利理想城市K6地块",114.21721250670532,30.42644693846197,7903,72.0,91.11,3,6,南,3.0,0,,中层,42.0
172,洪山卓刀泉虎泉街299号保利华都,114.37858905680416,30.51085425977263,25542,380.0,148.78,4,8,南,12.0,0,,低层,32.0
173,硚口古田长安路2号永利新城西苑,114.19839715441064,30.60626782011716,8873,99.0,111.58,3,7,南北,7.0,1,,高层,31.0
174,洪山白沙洲长征二路万科金色城市23地块,114.25660176142672,30.48435986783308,10893,105.0,96.4,3,6,南北,10.0,0,满五年,低层,34.0
175,汉阳四新四新南路绿地中央广场C区,114.20802836924284,30.517827190165423,12783,138.0,107.96,3,7,南,9.0,0,,高层,34.0
176,江岸永清街永平路6号武汉天地御江璟城B13,114.31085741494468,30.6177865206528,52905,520.0,98.29,2,5,南北,9.0,1,满二年,中层,33.0
177,洪山铁机路团结大道1049号保利城一期,114.35192538118513,30.597737973341943,15991,147.0,91.93,3,6,南,8.0,1,满二年,中层,51.0
178,江夏流芳高新四路36号当代云谷,114.46573079905896,30.459253964852568,10784,127.0,117.77,3,7,南北,3.0,0,,中层,32.0
179,黄陂盘龙城盘龙大道48号恒达盘龙湾荷苑,114.26007803079568,30.7279872576785,6181,53.0,85.75,2,5,南,8.0,1,,高层,33.0
180,东西湖将军路车场南路9号地铁时代常青城,114.2492944643368,30.662857035041817,10830,139.0,128.35,3,7,南,8.0,1,满五年,低层,11.0
181,洪山白沙洲丽水路新城阅璟台,114.24998009920202,30.467824654305872,9921,125.0,126.0,3,7,西,5.0,0,满二年,高层,34.0
