ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge
170,沙坪坝陈家桥大学城北路31号朗基水印三生院香,106.33206018189463,29.609664655404927,12000,138,115,3,7,南,3.0
171,沙坪坝天星桥汇泉路45号融汇温泉城翰林学府,106.4378544063869,29.553784682874355,10268,115,112,3,7,南,2.0
172,渝北鸳鸯鸳鸯路8号融科海阔天空(北区),106.55223918741635,29.664277100308308,11108,150,135.04,4,8,南北,12.0
173,九龙坡中梁山华福大道212号中冶仁和西里(一期),106.36002227478146,29.4036233544543,10890,135,123.97,4,8,南北,5.0
174,北碚城南新区缙忠路1号天地源水墨江山,106.38252507518602,29.78786431680656,10570,130,123,4,8,西,3.0
175,渝北两路锦湖路99号丽景天成,106.62719993883886,29.71222769177359,7718,71,92,2,6,东北,15.0
176,南岸经开区汇龙路55号雅居乐国际花园,106.55519427459704,29.506448262643083,12953,148,114.26,3,7,南,10.0
177,渝北空港空港大道655号长安锦尚城,106.64405992072655,29.772835892268947,7083,60.2,85,3,6,南,6.0
178,南岸茶园新区青云路5号鲁能领秀城一街区,106.62585231442125,29.496115641344893,11939,100,83.76,3,6,南北,7.0
179,渝北礼嘉怡华路19号嘉陵江天,106.51427624778171,29.68126670528245,11609,225,193.83,4,9,南北,5.0
180,江北江北嘴江溉大道10号恒大中央广场(二期),106.5653961034875,29.590013647678752,14472,178,123,3,7,南,5.0
181,江北北滨路北滨一路288号御龙天峰,106.53775841400167,29.56985173096936,15493,177,114.25,3,6,东南,8.0
182,大渡口茄子溪心湖路99号恒大麓山湖(三期),106.46467904265565,29.451937547519048,10221,139,136,4,8,东,6.0
183,沙坪坝陈家桥学城大道130号美的金科郡南区,106.34840534407257,29.608687796280645,12113,122,100.72,3,6,东,6.0
184,渝北新牌坊新南路126号友诚九龙湖畔,106.5066368637803,29.604482060340995,11396,98,86,2,5,南北,20.0
185,江北大石坝红原路90号首创鸿恩国际生活区(三期),106.49730690992777,29.569830150909556,12210,105,86,2,5,北,11.0
186,大渡口跳磴景灿路132号金科集美阳光(一期),106.43809821971612,29.408473657927722,8020,75,93.52,3,7,南北,5.0
187,南岸南岸区政府莲池路126号金隅新都会天境,106.63684870813469,29.499581125881633,10087,128,126.9,4,8,北,3.0
188,沙坪坝沙滨路沙滨路58号宝嘉江枫美岸,106.46678404048977,29.572548869658753,10323,128,124,3,7,东北,12.0
189,渝北空港沿港三路6号招商雍璟城璟阁,106.65276169103336,29.786540146035072,8313,75.8,91.19,3,7,南北,4.0
190,沙坪坝大学城学博支路1号龙湖香港置地学樘府(一期),106.28937643712314,29.60147949843086,13528,134,99.06,3,7,南北,2.0
191,渝北悦来悦山路5号首地江山赋,106.55231822144903,29.729492300632884,11238,109,97,3,7,东,7.0
192,渝北渝北黄泥磅兴盛大道33号上品拾陆,106.54136940017692,29.592598039522056,10968,103,93.91,3,6,南,14.0
193,渝北人和吉兴路9号协信春山台,106.5267314794406,29.64007211204411,17713,142,80.17,3,7,南,7.0
194,沙坪坝陈家桥大学城东路64号富力院士廷(A组团),106.32231935280949,29.608982877492195,11545,112,97.02,3,7,南,5.0
195,"九龙坡盘龙龙泉路24号,云龙大道11号联发欣悦",106.4904182389612,29.50438783005546,10759,99,92.02,3,7,南北,6.0
196,南岸弹子石涂山路466号聚丰江山汇,106.59535146221354,29.57338206257567,11660,109,93.49,3,6,南北,12.0
197,江北南桥寺盘溪路150号保利香雪,106.48215658671107,29.584414431066918,11928,99,83,2,5,东南,13.0
198,"大渡口区府湖滨路219号,文体路99号华润凤凰城",106.481306808243,29.482244473715514,11632,127,109.19,3,7,南北,3.0
199,沙坪坝天星桥红槽房正街99号蓝溪谷地,106.4418433381203,29.54902743598288,9814,105,107,3,7,南北,9.0
200,九龙坡谢家湾黄杨路102号盛美居,106.5163676456281,29.532006000386396,7807,65,83.26,2,5,南北,9.0
201,渝北中央公园云蔓路49号中交中央公园美麓,106.59222767499165,29.705822862416607,12554,118,94,3,7,南北,4.0
202,"南岸南滨路阳光路1,2号,石溪路正街8号阳光100国际新城",106.59240540511672,29.575982525821907,10552,135,127.94,3,7,西北,15.0
203,渝北空港新城兰馨大道126号中航翡翠城(一期洋房),106.60187276297134,29.707484994954157,14317,145,101.28,3,6,南,13.0
204,巴南龙洲湾闻花路69号中建滨江星城(1期),106.53190548623432,29.426617511339895,6587,65,98.69,3,7,南北,6.0
205,南岸弹子石学苑路7号中国核建紫金一品(二期),106.59290653098559,29.58778651274779,12118,103,85,3,6,东南,7.0
206,南岸南滨路御泰路47号和黄御峰(四期),106.58082316883785,29.536847436831252,9896,95,96,3,7,东,4.0
207,南岸辅仁路辅仁路8号康德国会山,106.57226755981668,29.530645217102,10809,106,98.07,3,7,南,16.0
208,江北五里店桥北苑2号渝能明日城市,106.55948101490947,29.58401573321581,10227,88,86.05,2,5,东,15.0
209,渝北回兴宝桐一路6号海德盛世(B区),106.60016575514346,29.69397564872497,8688,69.5,80,2,5,南北,16.0
210,渝北新牌坊金顶路2号山顶道一号,106.5256913901623,29.59804121600501,12314,165,134,3,7,南北,14.0
211,江北江北嘴凤澜路88号保利观澜(一期),106.56650922692924,29.59995461099723,14900,149,100,3,7,南,6.0
212,沙坪坝土主西盛路31号金科天宸八街区,106.36514865649596,29.615940778799125,11852,160,135,4,8,南北,6.0
