ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge
1033,崇州羊马红磊街北段80号永和村新,103.7688797377524,30.641864448704016,2625,21.0,80.0,2,5,南北,6.0
1034,温江温江城区新南路608号兴城丽景,103.82025076152904,30.710125048611,7098,89.8,126.53,4,8,南北,15.0
1035,天府新区正兴田家寺社区3组366号麓湖生态城沚院,104.0561577808319,30.455523070404777,35014,660.0,188.5,4,9,南,1.0
1036,彭州彭州城区金彭中路355号锦绣尚城,103.9481237286154,30.990256230884032,5910,68.8,116.42,3,7,南北,10.0
1037,大邑大邑城区内蒙古大道666号圣桦城,103.51247127299528,30.571331953033223,7790,59.9,76.9,3,6,西南,9.0
1038,"新都大丰大成路北段33号,大天路505号五岳合福地广场",104.06523922185436,30.762452945193264,11178,78.0,69.78,2,5,西,8.0
1039,温江温江城区共和路169号花土E区,103.86883701893592,30.670974272583862,4896,47.0,96.0,3,7,南北,6.0
1040,都江堰都江堰城区彩虹大道北段1号建川丽水青城桂苑(别墅),103.65262185568209,30.992643428512217,9342,156.0,167.0,3,8,南北,16.0
1041,简阳简州新城红花大道中段56号滨湖城,104.00578988954062,30.667263330333864,7747,79.8,103.02,3,7,南北,6.0
1042,高新西区百草路西源大道1313号成都合院(一期),103.91766537013449,30.74828685143093,15119,260.0,171.97,4,9,西南,7.0
1043,高新区大源盛邦街366号天合凯旋南城,104.04490924661827,30.55938385594472,37226,520.0,139.69,4,8,南,8.0
1044,高新西区百草路百草路777号金辉悦府,103.91935375544186,30.755850329001863,11971,86.5,72.26,2,5,南北,9.0
1045,龙泉驿龙泉驿周边龙平路499号龙栖苑(龙泉驿),104.2580946787963,30.570710333815647,7643,92.0,120.38,3,6,南北,24.0
1046,郫都郫筒顺河东街33号蜀都新邨,103.87605578007488,30.79109435563945,7125,57.0,80.0,2,5,南北,11.0
1047,温江万春镇春江南路1688号紫檀山山颂,103.83425806374478,30.73201350773797,11595,230.0,198.37,5,11,南北,12.0
1048,青白江青白江城区民族街8号北城新界民族花园,104.19974546943833,30.87907068520637,4360,36.0,82.58,2,5,东北,10.0
1049,龙泉驿总站片区广场路99号京龙名苑,104.26396273565274,30.55841831812188,6827,93.8,137.4,4,8,南北,21.0
1050,成华动物园致兴三路599号奥园云璟,104.10348430855674,30.712338572453007,19929,450.0,225.81,5,10,南北,3.0
1051,郫都团结文影路89号嘉祥瑞庭熙岸,103.9702223025284,30.82567349818032,12715,89.0,70.0,3,7,南北,2.0
1052,都江堰青城山青山路7号清芳园,103.6004990718907,30.88789922555204,11804,72.0,61.0,2,6,南北,9.0
1053,金牛蜀汉路蜀汉路208号格林花园,104.0215979857216,30.68775829943485,14299,239.0,167.15,4,9,南北,24.0
1054,金堂金堂城区金山路1号金山郡一期,104.40582080613598,30.87014501550944,7935,89.8,113.18,3,7,南北,10.0
1055,高新区世纪城中和大道二段99号卡斯摩广场,104.08229955379504,30.55148649329714,13382,89.6,66.96,2,5,东,11.0
1056,新津新津城区希望东路199号雅居乐锦城,103.81191458538558,30.43612857779317,11539,150.0,130.0,4,8,南北,2.0
1057,新都石板滩嘉园2巷98号东韵嘉园(二期),104.2623229017049,30.727742848979226,7725,61.8,80.0,2,5,东南,8.0
1058,武侯玉林玉寿巷3号玉音和苑,104.05916522543104,30.625904774546346,13274,80.0,60.27,2,4,南北,25.0
1059,高新区天府长城天顺路288号五洲花园,104.07008372647232,30.59841496988076,24250,449.0,185.16,4,8,南,18.0
1060,天府新区华阳张家巷51号世发家园二期,104.05439297349255,30.50595165975511,11000,66.0,60.0,2,4,南北,22.0
1061,温江温江城区航天路20号航天路20号院,103.83430966146504,30.70513638478433,7803,82.0,105.1,3,7,南北,24.0
1062,成华八里小区二仙桥南一路11号关家小区,104.11756082920104,30.682297557845462,11344,76.0,67.0,2,4,南北,24.0
1063,"天府新区麓山麓山大道二段59号,麓山大道二段1959号碧桂园海昌天澜(别墅)",104.13368971654891,30.48009378507188,14083,359.8,255.49,5,12,南北,6.0
1064,龙泉驿滨河片区沿山路一段2号富力山水人家,104.27919787344672,30.55788019406979,6315,102.0,161.53,4,8,东南,20.0
1065,武侯外双楠晋吉南路137号双楠偶寓,104.005830389355,30.64006146118406,13233,93.0,70.28,2,5,南北,12.0
