ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge
169,浦东三林环林东路270弄1-39号中房樱桃苑,121.53109315868375,31.154010670311205,81289,838,103.09,2,5,南北,17.0
170,宝山杨行顾北东路39弄和家欣苑D区,121.42180117813449,31.368628805705765,29974,265,88.41,2,5,南北,9.0
171,松江九亭九新公路180弄云润家园,121.32552995629125,31.135450874804548,31942,430,134.62,3,7,南北,16.0
172,宝山杨行梅林路865弄宝虹水岸景苑(西区),121.44058124211222,31.37707216891043,44367,315,71,2,4,南,13.0
173,徐汇徐家汇肇嘉浜路853弄肇嘉浜路853弄小区,121.45279729958682,31.203701981575083,79509,485,61,2,4,南北,44.0
174,浦东北蔡北艾路1077弄大华锦绣华城十一街区,121.54139295000004,31.1871798306292,95183,1298,136.37,3,7,南,12.0
175,闵行浦江江协路51弄金硕河畔景园(西区),121.54073700731666,31.061104876234577,27852,200,71.81,2,5,南北,14.0
176,静安延长路老沪太路199弄新弘国际公寓,121.460016082665,31.274868897016905,98750,1350,136.71,3,7,南,16.0
177,浦东三林尚博路366弄湾流域城(三期公寓住宅),121.52292396837602,31.152719820654973,84401,758,89.81,2,5,南北,11.0
178,松江泗泾城松路58弄新凯城兰馨苑,121.25439116668396,31.11792122791897,29077,209,71.88,2,5,南,9.0
179,"浦东金桥五莲路719弄,五莲路759弄龙臣公寓",121.5964227862191,31.276561213914906,56436,570,101,3,6,南,23.0
180,浦东曹路海鹏路380弄金海华城悦虹雅苑,121.68431003290716,31.294707885979964,38015,278,73.13,2,4,南北,4.0
181,杨浦鞍山辽源西路338弄英达苑,121.51354027959182,31.274869404894037,78895,979,124.09,3,6,南,20.0
182,黄浦五里桥局门路620号重矿大厦,121.48925386091211,31.205448557141533,72691,798,109.78,2,5,南,27.0
183,浦东世博上钢七村1-92号上钢七村,121.49462545837014,31.178743837658825,57285,370,64.59,3,5,南北,39.0
184,普陀武宁东新路99弄新湖明珠城(二三期),121.43643457489203,31.24634566332932,101346,1198,118.21,2,6,南,15.0
185,闵行春申莲花南路1111弄春申景城湖滨晨韵,121.41759890495881,31.113666474776423,70512,818,116.01,3,7,南,19.0
186,宝山罗店罗太路869弄云麓之城,121.34641502041492,31.435209878980768,39219,480,122.39,3,8,南北,5.0
187,金山山阳龙皓路1588弄海上纳缇(公寓住宅),121.33300295982876,30.75873284505186,24121,308,127.69,3,6,南,8.0
188,"浦东三林三林路1466弄1-106号,永泰路1129弄1-95号三林苑",121.5291399730134,31.149955265930966,53522,380,71,2,5,南北,24.0
189,闵行古美罗阳古美西路420弄古美西路420弄小区,121.40083885973694,31.139390226817547,60324,518,85.87,3,6,南,28.0
190,徐汇斜土路肇嘉浜路201弄衡园,121.47033851128016,31.208125382170095,86749,880.5,101.5,3,7,南,22.0
191,"黄浦老西门西藏南路688弄1-5,17-18号老西门新苑",121.4896938509509,31.221876463805632,103359,1188,114.94,2,6,南北,18.0
192,杨浦黄兴延吉一村1-46号延吉一村,121.54333850007356,31.289915884675818,58640,300,51.16,2,4,南北,40.0
193,"浦东金桥永业路188,193,218,225弄佳虹小区",121.6216081286496,31.27322739826136,47453,340,71.65,2,4,南,26.0
194,浦东梅园商城路1177弄梅园六街坊,121.53343737674258,31.241021524228263,112988,435,38.5,1,3,南,31.0
195,"徐汇徐家汇斜土路2099弄,斜土路1975弄阳光名苑",121.45602571975914,31.199570037425644,93588,1280,136.77,3,7,南北,21.0
196,嘉定南翔宝翔路998弄上隽嘉苑(公寓住宅),121.32315771110049,31.321725625030606,41560,290,69.78,1,4,南,11.0
197,浦东金桥巨峰路1058弄新紫茂国际,121.6157384207863,31.285571804729905,30406,180,59.2,2,5,南,7.0
198,"浦东张江青桐路409弄,青桐路408弄日月光水岸花园(公寓住宅)",121.63022171069312,31.220282827556453,69276,616,88.92,2,5,南北,9.0
199,徐汇田林钦州北路300弄徐汇世家花园,121.42483295923066,31.1875658329986,60897,750,123.16,3,6,南,10.0
200,"徐汇龙华云锦路80弄,云锦路50弄1-58号华龙新苑小区",121.46271998225004,31.180820834512843,80614,531,65.87,2,5,南北,27.0
201,"宝山杨行竹韵路128弄,竹韵路58弄香逸湾(北区)",121.45194256189407,31.370905229345496,47917,430,89.74,3,6,南,15.0
202,闵行莘庄南广场宝城路158弄莘城公寓,121.4002860425261,31.112714850377042,57987,538,92.78,2,5,南北,23.0
203,闵行莘庄北广场莘建东路198弄地铁明珠苑,121.3921595217301,31.11906988318008,57693,750,130,3,7,南,23.0
204,松江九亭沪亭北路618弄九城湖滨,121.32536152400813,31.15572896854691,52455,499,95.13,2,5,南,17.0
205,青浦青浦新城华科路155弄新青浦佳园,121.13516204075277,31.163526854999017,29880,368,123.16,3,7,南北,19.0
206,宝山罗店抚远路699弄远洋鸿郡,121.37377596896003,31.403267922757873,82830,1480,178.68,3,8,南北,8.0
