ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
123,普陀光新石泉东路168弄香溢花城,121.43014359391451,31.257621532282005,72720,962,132.29,3,2,2,南北,10.0,0,,中层,30.0,2,4,10,10,10
124,杨浦东外滩怀德路366弄保利香槟花园,121.52252316858117,31.257884507767656,135147,1650,122.09,4,2,2,南,10.0,1,满五年,高层,27.0,4,2,10,10,10
125,浦东外高桥兰嵩路360弄高行绿洲六期,121.58760273420093,31.32528305495719,46465,435,93.62,3,1,1,南北,13.0,1,满五年,高层,14.0,0,0,3,8,10
126,松江九亭沪亭路240弄美丽星城,121.3230662729409,31.13517997078501,37667,330,87.61,2,2,1,南北,19.0,1,,高层,10.0,1,0,2,10,10
127,"浦东三林三林路1466弄1-106号,永泰路1129弄1-95号三林苑",121.51821510828367,31.146226474700633,46695,332,71.1,2,2,1,南北,17.0,1,满五年,低层,6.0,1,1,10,10,10
128,闵行颛桥申北路255-491号(单)清馨苑,121.37572893494604,31.090076793594463,38011,460,121.02,3,2,2,南北,22.0,0,,高层,6.0,0,0,1,10,10
129,徐汇康健浦北路959弄31-82号茶花园,121.40948994625131,31.153065457138553,51010,298,58.42,2,1,1,南,32.0,0,,高层,6.0,0,1,10,10,10
130,闵行莘庄北广场山花路65弄阳明国际花苑(四期),121.37601774386539,31.122921932959006,49405,498,100.8,2,2,1,南北,20.0,1,,高层,11.0,0,1,10,10,10
131,虹口江湾车站西路300弄川虹小区,121.47832441442695,31.301632049130333,42877,322,75.1,2,2,1,南北,14.0,1,满五年,高层,7.0,3,1,10,10,10
132,杨浦东外滩平凉路2625弄中轩丽苑,121.5495620604567,31.28031629998436,78250,903,115.4,3,2,1,南,20.0,1,,中层,14.0,1,6,10,10,10
