ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
49,海淀上庄上庄路海淀嘉郡,116.20250511463759,40.12598398990336,48049,410,85.33,2,1,1,南北,14.0,0,满五年,高层,16.0,0,2,1,2,10
50,朝阳双井广渠路36号首城国际,116.46353627593554,39.8914526618332,89177,805,90.27,3,1,1,南北,14.0,1,,高层,28.0,2,2,10,10,10
51,昌平回龙观龙锦三街和谐家园(一区),116.3540887186896,40.084213678601756,44823,419,93.48,2,1,1,南北,19.0,0,,中层,6.0,1,0,10,10,10
52,海淀学院路学清路21号城华园,116.34444170281695,40.010384349155274,69523,448,64.44,1,1,1,南,24.0,1,满五年,低层,27.0,2,1,10,9,10
53,朝阳垡头焦化厂地铁站东侧500米保利·锦上二期,116.53115966656802,39.859009008086424,71045,476,67,2,2,1,南,,0,,,,1,0,8,8,10
54,丰台新宫槐顺路1号悦谷家园(西区),116.36841080415971,39.80973123757451,57198,505,88.29,2,1,1,南,5.0,1,,低层,17.0,0,0,2,10,10
55,海淀四季青燕桥金路德顺园,116.25048518306728,39.95267431772331,57472,500,87,4,2,2,南北,12.0,0,,,5.0,0,5,10,6,10
56,昌平沙河沙阳路34号保利罗兰香谷,116.26144737374997,40.1159373464933,48304,440,91.09,3,2,1,南北,9.0,0,满五年,低层,17.0,0,0,7,6,9
57,"石景山金顶街金顶路,近阳光西街金顶阳光柳青园",116.15875652633395,39.92659094819062,47920,425,88.69,2,1,1,南,15.0,0,,低层,21.0,1,3,0,10,10
58,朝阳望京望京北路上京新航线,116.45875041546375,40.008493589267104,81648,799,97.86,2,2,2,南,17.0,1,,低层,26.0,2,4,8,10,10
59,丰台新宫槐房西路316号南庭新苑北区,116.36270978361682,39.80570783652367,45110,309,68.5,2,1,1,南北,15.0,0,,低层,16.0,0,1,2,10,10
60,昌平南邵镇文智路16号招商都会湾(一期),116.2730984209561,40.20989422363749,50228,442,88,3,2,1,南北,3.0,0,,低层,8.0,0,3,0,8,10
61,朝阳北苑春华路茉藜园,116.41783831234379,40.03807093436158,43753,430,98.28,2,1,2,东南,19.0,1,满五年,中层,26.0,1,3,10,10,10
62,朝阳朝青板块朝阳北路青年路小区(雅成一里),116.51776436198405,39.923824805139056,64657,459,70.99,2,1,1,南北,25.0,1,满五年,高层,6.0,4,1,10,10,10
63,朝阳健翔桥民族园西路华严北里2号院,116.37693092796135,39.97980684926255,66415,369,55.56,2,1,1,南北,41.0,0,,高层,6.0,4,3,10,10,10
64,西城广安门外车站西街车站西街15号院,116.33177856761904,39.8765845485339,85660,488,56.97,2,1,1,南,30.0,1,,高层,6.0,5,0,10,10,10
65,朝阳十里河弘燕路周庄嘉园B区,116.467753148634,39.86508255451578,55062,495,89.9,2,2,1,南北,18.0,1,满五年,高层,6.0,2,1,5,10,10
66,朝阳团结湖姚家园路白家庄东里,116.4587315901677,39.928713612447964,68309,538,78.76,3,1,1,南北,32.0,1,满五年,低层,6.0,8,1,10,10,10
67,朝阳望京南湖北路南湖东园一区,116.4590802502233,40.00160657204401,48705,470,96.5,2,1,1,东南,27.0,1,,低层,28.0,3,5,10,10,10
68,门头沟门头沟周边永定石龙南路保利首开四季怡园(北区),116.10138703336474,39.89809544346742,35205,306,86.92,2,1,1,南,6.0,1,满五年,低层,20.0,1,0,0,5,10
69,丰台丰台体育馆丰体南路3号丰体时代,116.26333939190131,39.86506768745977,47004,429,91.27,2,1,1,东,20.0,1,满五年,低层,28.0,1,1,8,10,10
70,昌平北七家卓兴路5号翡翠公园(卓兴路5号院),116.42330898975789,40.10563166549653,57715,560,97.03,3,2,2,南北,2.0,0,,,3.0,0,0,1,10,10
71,大兴亦庄凉水河二街泰河园三里,116.49597525212708,39.76415793965615,42732,398,93.14,2,1,1,南北,13.0,0,满五年,高层,6.0,0,2,10,10,10
72,朝阳花家地北四环东路甲9号方舟苑,116.45887039162548,39.97804426391637,62080,498,80.22,2,2,1,南,26.0,1,满五年,中层,22.0,1,5,10,10,10
73,朝阳亚运村慧忠路安慧里(二区),116.40353892210972,39.99241520067771,64118,545,85,3,1,1,西南,34.0,1,满五年,中层,25.0,1,0,0,10,10
74,大兴亦庄四海路1号北京城建海梓府,116.47806830060684,39.75633537559031,67373,554,82.23,2,1,1,南北,9.0,0,满五年,中层,14.0,0,0,0,2,0
75,丰台宋家庄石榴庄路宋家庄家园,116.4185457871909,39.84679930695417,51346,458,89.2,3,1,1,西北,14.0,1,满五年,低层,29.0,1,3,9,10,10
76,门头沟永定何各庄中街1号丽景长安(二期),116.09878896149904,39.904093762118684,37357,325,87,2,1,1,南,9.0,1,,中层,27.0,0,0,0,1,1
77,朝阳酒仙桥驼房营南路2号梵谷水郡,116.50095356678737,39.959121263879275,56573,510,90.15,2,1,1,东南,18.0,0,满五年,中层,10.0,1,1,4,10,10
78,昌平回龙观农学院北路9号领秀慧谷C区(一区),116.29654026983704,40.09850300314776,62237,590,94.8,3,1,1,东南,12.0,1,,中层,10.0,1,1,4,10,10
79,海淀清河后屯路世华龙樾二里,116.34300925353834,40.04561647265686,88011,668,75.9,2,1,1,南北,10.0,1,满五年,中层,18.0,2,5,10,10,10
80,朝阳望京广达路2号北纬40度(东区),116.45872596333578,40.0225059704648,76429,535,70,2,2,1,西北,16.0,1,,中层,28.0,0,2,7,7,10
81,朝阳朝阳公园东三环北路枣营南里,116.46666393498155,39.943631260087955,68884,435,63.15,2,1,1,南北,27.0,1,满二年,中层,6.0,6,0,10,10,10
82,昌平沙河高教园北二街北街家园(七区),116.25246977391714,40.16123500266249,50609,345,68.17,3,2,2,西,12.0,0,满五年,低层,17.0,0,0,1,9,7
83,丰台太平桥西三环南路太平桥西里小区,116.30848013186889,39.88267164102784,65518,399,60.9,2,1,1,西南,32.0,1,满五年,低层,21.0,1,0,7,10,10
84,丰台宋家庄宋庄路顶秀欣园西苑,116.42107930212693,39.837653957243624,48466,428,88.31,2,2,1,西南,21.0,1,满二年,中层,22.0,0,6,3,9,10
85,朝阳望京湖光北街南湖中园(二区),116.45370571589034,39.99773821967188,57001,388,68.07,2,1,2,东西,24.0,1,满五年,高层,6.0,3,7,9,10,10
86,朝阳十里河吕家营村79号吕营嘉园C区,116.46057235459527,39.84096875816927,41099,365,88.81,2,1,1,南北,19.0,0,满五年,中层,6.0,2,0,10,10,10
87,朝阳大望路百子湾南一路16号后现代城(C区),116.48156569100777,39.89696498460526,72011,495,68.74,2,1,1,南北,16.0,1,满五年,中层,27.0,2,0,10,10,10
88,朝阳东坝平房路汇景苑二区,116.52936865816291,39.95535773433722,57830,469,81.1,2,1,1,南北,8.0,0,满五年,低层,28.0,1,4,4,10,10
89,朝阳安贞健安东路安贞里(一区),116.39868050035813,39.973815335010784,75057,399,53.16,2,1,1,南北,38.0,1,满二年,低层,6.0,3,6,10,10,10
90,朝阳管庄朝阳路京通苑阳光华苑,116.59067831572287,39.91339934708408,43494,375,86.22,2,1,1,西南,21.0,1,满五年,高层,24.0,1,1,10,10,10
91,海淀清河永泰庄路永泰西里(南区),116.34823171631851,40.03181823069162,69935,488,69.78,3,1,1,南北,26.0,1,满五年,中层,6.0,1,6,10,10,10
92,朝阳酒仙桥芳园西路丽都职工公寓,116.47415918348804,39.97052599952834,60907,430,70.6,2,1,1,东,33.0,1,满五年,高层,23.0,2,5,4,10,10
93,丰台太平桥北京西站南路首科花园(C区),116.31329386448485,39.87731474443211,58472,498,85.17,2,1,1,东南,20.0,1,满五年,低层,24.0,1,0,3,10,10
94,丰台丰益桥丰管路3号丰益花园(西区),116.30207400101493,39.8581412144257,59411,530,89.21,2,1,1,西南,22.0,1,满五年,中层,25.0,2,0,9,10,10
95,朝阳三元桥新源街三源里街小区,116.44705796799263,39.953976164221395,64736,409,63.18,2,1,1,东南,43.0,1,满五年,低层,12.0,3,2,10,10,10
96,朝阳东坝平房路金隅悦和园,116.53282489680275,39.955766732029,45132,343,76,2,1,1,南北,11.0,0,满五年,低层,28.0,1,3,1,8,10
97,朝阳朝阳公园朝阳公园西路朝阳公园西里(北区),116.46568152656994,39.939668220958644,74440,415,55.75,2,2,1,南北,31.0,1,满五年,低层,6.0,6,0,10,10,10
98,昌平北七家天权路2号金色漫香苑,116.41776460950787,40.128283665192704,43240,425,98.29,2,2,1,南北,11.0,0,满二年,中层,8.0,0,0,8,10,10
99,丰台右安门西铁营中路9号亚林西居住区,116.34805459660654,39.85485702914588,65117,560,86,2,1,1,南北,5.0,1,,低层,28.0,3,0,6,10,10
100,朝阳工体工人体育场南路工体南路西小区,116.26214126313715,39.54478313120455,67861,417,61.45,3,1,1,东西,37.0,1,满五年,中层,6.0,0,0,0,1,1
101,朝阳双桥通惠河南路康惠园一号院,116.57934071609509,39.904387010516885,36874,335,90.85,3,1,1,南北,13.0,1,满五年,低层,20.0,0,3,2,10,10
102,丰台七里庄丰台北路125号望园东里,116.28542707393247,39.866356559842636,54950,458,83.35,2,1,1,东南,24.0,1,满五年,低层,24.0,1,1,10,10,10
103,朝阳垡头武基街垡头翠成馨园(E区),116.49914394829398,39.855132779805444,35385,318,89.87,2,1,1,西南,15.0,1,满五年,低层,22.0,1,0,7,8,10
104,朝阳常营常营北小街2号北辰福第(中区),116.59572999711176,39.92893843391271,47528,395,83.11,2,1,1,西南,14.0,0,,中层,27.0,2,1,10,10,10
105,朝阳来广营来广营东路马南里小区(西区),116.50072461338003,40.02066294434127,53200,399,75,2,1,1,南北,18.0,1,满五年,中层,6.0,1,0,1,3,10
106,丰台赵公口贾家花园3号建邦华府,116.40980452845618,39.85054760913784,68155,635,93.17,2,1,1,南,15.0,1,满五年,中层,13.0,5,2,10,10,10
107,朝阳媒体村北苑路34号天畅园,116.4097607262653,40.033610476365006,57305,495,86.38,2,1,1,东,17.0,1,,高层,32.0,0,3,5,10,10
108,朝阳常营朝阳北路金隅丽景园,116.60734549456456,39.92493400798862,38531,345,89.54,3,1,1,东南,14.0,1,满五年,高层,28.0,1,1,10,10,10
109,朝阳劲松东三环南路54号华腾园,116.45911796895783,39.886121532613295,73848,471,63.78,1,1,1,北,23.0,1,,高层,25.0,3,2,10,10,10
110,大兴高米店兴丰大街一段18号新里西斯莱公馆,116.33159847457301,39.76390887782474,55104,690,125.22,3,2,2,南北,13.0,0,,中层,21.0,2,0,10,10,10
111,海淀清河龙岗路宝盛里,116.36305076400919,40.03385139410064,62419,480,76.9,2,1,1,南北,23.0,1,满五年,高层,9.0,0,4,10,10,10
112,石景山金顶街金顶东街金顶街四区,116.16330444450813,39.926427627126266,44182,410,92.8,2,2,1,东北,24.0,1,,中层,18.0,2,3,0,10,10
113,朝阳西坝河北三环东路光熙门北里,116.428498264351,39.9655797457693,69639,578,83,3,1,1,东南,36.0,1,满五年,低层,18.0,3,3,10,10,10
114,昌平回龙观昌平路新龙城,116.31799036846269,40.067697722954485,53320,526,98.65,2,1,1,南北,20.0,1,,高层,20.0,0,0,10,10,10
115,"通州梨园梨园南街,近临河里路华业东方玫瑰",116.67899366871667,39.878997087029475,44809,413,92.17,2,1,1,南,14.0,1,满五年,低层,27.0,1,1,7,10,10
116,昌平北七家立汤路36号远洋傲北,116.4095934581629,40.14309804987698,44752,405,90.5,2,2,1,南北,7.0,0,满五年,高层,6.0,0,0,1,1,10
117,朝阳惠新西街北三环东路胜古东里,116.41761089215304,39.96871012616715,66891,418,62.49,2,1,1,南北,41.0,1,满五年,高层,6.0,4,3,10,10,10
118,丰台方庄方庄路紫芳园(一区),116.43624729069121,39.86438431508482,63817,518,81.17,2,1,1,西南,22.0,1,满五年,中层,25.0,1,2,10,10,10
119,海淀清河永泰庄路永泰园(南区),116.34316355541932,40.03196682360361,60318,418,69.3,2,1,1,南北,31.0,1,满五年,,5.0,0,4,10,6,10
120,朝阳惠新西街建安东路樱花园小区,116.41457046189001,39.9739247231815,76810,470,61.19,2,1,1,南北,34.0,1,,低层,6.0,3,7,10,10,10
121,丰台刘家窑南三环中路远中悦麒,116.40458646446268,39.85526416869496,56498,520,92.04,2,1,1,东北,19.0,1,满五年,高层,24.0,3,1,10,10,10
122,海淀马连洼圆明园西路梅园(海淀),116.26793552241176,40.02755907044443,73800,538,72.9,2,1,1,南北,34.0,1,满五年,低层,6.0,0,3,2,6,10
123,海淀温泉地锦路环保嘉苑,116.16477778956312,40.05550203809126,53523,465,86.88,2,1,1,南,8.0,1,满五年,中层,7.0,0,1,5,8,7
124,通州果园运河西大街合生滨江帝景(一区),116.68792458397752,39.88971483075186,50819,450,88.55,2,1,1,南北,9.0,0,满五年,低层,18.0,1,0,8,10,10
125,海淀花园桥北洼路28号北洼路28号院,116.29868856914311,39.935282581704286,67178,579,86.19,2,1,1,西,25.0,1,满五年,高层,18.0,2,3,10,10,10
