ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,busAround,schoolAround,shopping_mallAround
121,芙蓉马王堆晚报大道548号先锋东外滩,113.03176423147221,28.21038285830127,9684,118,121.86,3,2,2,南,13.0,1,满五年,低层,33.0,4,3,10,10,10
122,"岳麓麓谷东方红路,近文轩路万科金色梦想",112.85400965601532,28.21553924188088,12840,176.8,137.7,4,2,2,南北,3.0,1,满五年,高层,25.0,0,2,10,10,10
123,"岳麓洋湖湿地公园先导路,近湘浦路中海阅江府",112.94072032678788,28.13126552575769,19924,235,117.95,3,2,2,南北,5.0,1,满五年,高层,29.0,0,3,10,10,10
124,雨花汽车南站时代阳光大道260号恒大城,113.03569457754496,28.097236642602688,10769,140,130.01,4,2,2,南,9.0,1,满五年,低层,18.0,2,2,10,7,10
125,雨花赤岗冲车站南路175号福乐康城,113.0035681432833,28.165651956096006,8149,106,130.09,3,2,2,南,21.0,1,满五年,中层,12.0,4,2,10,10,10
126,雨花树木岭圭塘路139号新星小区,113.0233878608601,28.14693409612431,10143,119,117.33,5,2,2,南北,19.0,1,满五年,高层,6.0,0,2,10,10,10
127,开福四方坪陡岭路180号瑞都豪庭,112.991711553257,28.237474540864337,9247,80,86.52,3,2,1,南,12.0,1,满五年,高层,18.0,1,6,10,10,10
128,"望城月亮岛银杉路,近普瑞大道勤诚达境界城",112.91798763820691,28.29473348700244,8187,96,117.26,4,2,2,南,6.0,1,满二年,高层,31.0,0,0,10,10,10
129,开福广电中心洪山路188号藏珑湖上国际花园,113.02824015289721,28.24307569237787,11635,168,144.4,4,2,2,南北,10.0,1,满五年,中层,28.0,1,2,10,10,10
130,岳麓梅溪湖北麓松路239号嘉和城,112.86698391385345,28.19590389627908,9566,92,96.18,3,2,2,南,8.0,1,满五年,低层,33.0,2,0,10,10,10
131,岳麓市政府岳麓大道355号西城龙庭,112.92677105596927,28.22773615567539,12509,168,134.31,4,2,2,南北,14.0,1,满五年,中层,28.0,1,2,10,10,10
132,岳麓大学城潇湘中路355号万科金域缇香,112.94494505267873,28.151161223280628,11730,165,140.67,3,2,2,南北,8.0,0,满五年,高层,23.0,1,1,10,10,10
133,"岳麓观沙岭观沙岭路,近含光路龙湖春江郦城",112.94851087754458,28.242334872748305,19338,252.8,130.73,3,2,2,南北,5.0,1,满五年,低层,34.0,0,4,10,10,10
134,"岳麓梅溪湖北映日路,近东方红路建发央著",112.87286846796918,28.188197368110313,17370,175,100.75,3,2,2,南,6.0,1,满五年,中层,33.0,2,0,10,10,10
135,望城普瑞大道金星北路四段229号盈峰翠邸,112.90227544239436,28.309603396131735,7334,110,150,4,2,3,南,10.0,1,,,3.0,0,0,7,3,10
136,岳麓桐梓坡桐梓坡路579号谋房博客,112.91592817039397,28.221967438457764,12147,146,120.2,4,2,1,南北,12.0,1,满五年,高层,20.0,1,1,10,10,10
137,开福北辰三角洲黄兴北路1302号北辰三角洲C3区,112.98130873640076,28.242269462664996,15498,175,112.92,3,2,1,南北,5.0,1,满五年,中层,45.0,1,3,10,6,10
138,星沙万家丽北路贺龙体校路6号好望谷云邸,113.05861665033967,28.27042835213512,7448,69.8,93.72,3,2,1,南,12.0,1,满五年,低层,34.0,1,1,10,10,10
139,"岳麓市政府北二环,近金星北路万象府台",112.93343582500219,28.23176683571211,16495,180,109.13,3,2,2,南,6.0,0,满二年,高层,33.0,1,0,10,10,10
140,岳麓阳光100南二环518号阳光100后海,112.93130935629154,28.1455705990485,9276,128,138,3,2,2,南,10.0,0,,高层,17.0,0,0,10,10,10
141,岳麓梅溪湖北环湖路919号中建梅溪湖中心,112.89043589878924,28.1954386484808,14913,187,125.4,4,2,2,南北,7.0,1,满五年,低层,46.0,3,8,10,10,10
142,天心友谊路韶山南路120号恒盛世家,112.99699969572382,28.130249254619027,11451,146.8,128.2,3,2,2,南北,11.0,0,,高层,11.0,1,2,10,10,10
143,岳麓雷锋大道雷锋大道36号宜居莱茵城,112.90425911993732,28.232379280812665,11550,103,89.18,3,2,1,南北,14.0,1,满五年,高层,32.0,1,1,10,10,10
144,"望城望城新区政府马桥河路,近同心路长房星珑湾",112.82593786245218,28.35689601358074,6187,60,96.98,3,2,1,南北,5.0,0,,中层,32.0,0,2,10,10,10
145,望城金星北银星路999号澳海澜庭,112.90034241960313,28.280240863213518,8765,119,135.78,4,2,2,南,6.0,0,满五年,高层,34.0,0,1,10,0,10
146,岳麓梅溪湖北麓云路268号梅溪湖金茂悦(一二期),112.88667139125491,28.196774447592663,16039,183,114.1,3,2,2,南北,8.0,1,满五年,中层,30.0,2,7,10,10,10
147,望城月亮岛金星北路三段399号南山苏迪亚诺(别墅),112.90845295415289,28.295360778010323,12308,240,195,4,2,2,南北,12.0,0,,,1.0,0,0,10,10,10
148,天心南郊公园猴子石路128号湘江锦绣,112.96225198094146,28.14759377461155,9615,95.8,99.64,3,2,1,南,13.0,0,满五年,高层,28.0,0,3,10,10,10
149,天心省政府万家丽南路1288号御邦,112.99137735541471,28.062703676487743,12554,218,173.66,5,2,3,南北,14.0,1,满五年,,3.0,1,0,10,6,10
150,雨花井湾子洞井中路411号园康星都荟,113.01417071806867,28.132536466082232,12264,132,107.64,4,2,2,南,8.0,0,满五年,中层,30.0,2,2,10,10,10
151,开福北辰三角洲黄兴北路北辰三角洲E6,112.97685152652947,28.234532419537114,19180,278,144.95,4,2,2,南北,7.0,1,,低层,43.0,0,5,10,5,10
152,芙蓉马王堆古汉路银港水晶城(A区),113.02633105149002,28.206194958176834,11852,96,81,3,2,1,南,18.0,1,满五年,低层,18.0,2,4,10,10,10
153,开福山语城植基路79号幸福考拉789,112.97330702275822,28.286608015978018,7976,66,82.75,2,2,1,南北,5.0,0,满五年,中层,28.0,0,0,10,6,10
154,岳麓梅溪湖北看云路111号合能璞丽,112.87475827764194,28.194749725084105,14648,136,92.85,3,2,2,南北,8.0,1,满五年,低层,34.0,2,1,10,10,10
155,岳麓长郡双语中学佑母塘路799号钰龙天下佳园(二期),112.92980205360574,28.251463012797977,24340,210,86.28,2,2,1,南,8.0,0,满五年,低层,34.0,0,3,10,10,10
156,天心友谊路新韶东路168号鑫远湘府华城(北区),112.98411712774916,28.125340449560365,10027,141.9,141.53,3,2,2,南北,14.0,1,,低层,28.0,0,6,10,10,10
157,雨花雨花区政府圭塘路264号香樟鑫都,113.02208535432636,28.139237794230905,9683,132,136.33,3,2,2,南北,8.0,1,满五年,中层,33.0,0,1,10,10,10
158,开福开福周边太阳山路688号水映加州,112.9611770483023,28.33635524884472,15071,146,96.88,3,2,1,南北,7.0,0,满五年,低层,27.0,0,0,6,1,10
159,雨花圭塘圭塘路52号英郡年华(二期),113.01858581681287,28.147553726592232,11056,107.8,97.51,3,2,1,南北,9.0,1,满五年,中层,15.0,0,2,10,10,10
160,岳麓洋湖湿地公园潇湘南路一段508号湘熙水郡,112.94123435632814,28.118353497154988,12482,118,94.54,3,2,2,南,6.0,1,,低层,25.0,1,0,10,10,10
161,岳麓洋湖湿地公园中央大道合能洋湖公馆(一期),112.9357882903129,28.134403395415223,13019,113,86.8,3,2,2,南北,8.0,1,满五年,低层,33.0,0,3,10,6,10
162,天心友阿奥特莱斯芙蓉南路二段229号中建芙蓉嘉苑(南区),112.98729521393591,28.083955917399457,10006,127,126.93,4,2,2,南北,11.0,1,满五年,高层,17.0,3,0,10,7,10
163,岳麓梅溪湖北沐风路19号梅溪青秀(一期),112.86886213140295,28.191636267984155,12849,119.8,93.24,3,2,1,南北,8.0,1,满五年,高层,34.0,3,0,10,10,10
164,"望城普瑞东路月亮岛路,近谷山路三润城",112.89296237537162,28.29097264638015,9107,153,168.02,5,2,2,南,6.0,0,满二年,高层,32.0,0,0,9,0,10
165,宁乡老城区花明北路10号天祺佰潮汇,112.5495595501555,28.264570055975195,7938,66.8,84.16,4,2,2,南北,9.0,0,满五年,高层,19.0,0,1,10,10,10
166,雨花树木岭王堆路保利大都汇,113.01639213578676,28.163945849826987,11805,169.8,143.84,5,2,2,南北,4.0,1,满五年,高层,34.0,1,3,10,10,10
167,岳麓梅溪湖北麓景路628号振业城二期,112.89596897248475,28.202809773067997,14259,155,108.71,3,2,2,南北,7.0,1,,低层,33.0,1,7,10,10,10
168,"星沙开元路星沙开元路,近东九路旭辉美的东樾城",113.12591078897913,28.251987203494924,10223,128.8,126,4,2,2,南北,5.0,1,满五年,高层,30.0,2,1,10,10,10
169,芙蓉火车站竹园路2号三湘大院,113.0035055446497,28.20517454384784,11003,109.8,99.8,3,2,1,南,18.0,1,满五年,低层,10.0,6,2,10,10,10
170,"天心天心区政府刘家冲路,近雀园路鑫远玲珑",112.98819485136563,28.096302448512102,9999,110,110.02,3,2,2,南,5.0,1,满五年,高层,16.0,0,3,10,8,10
171,雨花阿弥岭港岛路22号朝阳欣园,113.00085293046821,28.186106010716852,11572,145.8,126,3,2,2,南,21.0,1,满五年,低层,9.0,3,4,10,10,10
172,岳麓银盆岭银双路120号兰亭都荟,112.94212365051733,28.22695221433327,14435,203,140.64,4,2,3,南,10.0,1,满五年,中层,32.0,2,0,10,10,10
