ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,busAround,schoolAround,shopping_mallAround
529,雨花体育新城劳动东路京武浪琴山,113.03694954435707,28.159678549073984,20318,248,122.06,3,2,2,南,8.0,1,满五年,中层,26.0,3,2,10,10,10
530,星沙星沙大道星沙大道205号星沙教师公寓,113.07928310756104,28.25213346140196,6395,79.8,124.8,3,2,2,南,17.0,1,满五年,中层,32.0,0,4,10,10,10
531,望城金星北金甲冲路777号龙湖璟宸原著(BD区),112.9059683479999,28.27542193715792,9386,115,122.53,3,2,2,南北,4.0,0,满五年,高层,34.0,0,0,6,1,10
532,开福马厂芙蓉北路顺天北国风光,112.98187637383106,28.25357056849771,7906,106,134.08,4,2,2,南北,14.0,1,满五年,中层,11.0,0,0,7,0,10
533,"望城金星北雷锋大道,近黄金大道时代年华",112.87697247357579,28.269512370341523,9048,110,121.58,4,2,2,南北,3.0,0,满五年,中层,34.0,0,0,5,3,10
534,"天心柑子园中意二路,近新梅路中海新城熙岸",112.97852866242829,28.06909904586439,9488,104,109.62,3,3,2,南北,4.0,1,满五年,低层,11.0,0,0,3,2,10
535,天心省政府湘府西路31号鑫远尚玺,112.97123756413926,28.113776728319397,17638,245,138.91,4,2,2,南,8.0,1,满五年,中层,14.0,0,4,10,6,10
536,开福北辰三角洲黄兴北路700号北辰三角洲E7区,112.97624933649328,28.233544269603215,19204,228,118.73,3,2,2,南,3.0,1,,高层,45.0,0,5,10,5,10
537,芙蓉汽车东站长星路165号东岸锦城(B区),113.06053355359951,28.20667345618128,7809,70,89.65,3,2,1,南北,14.0,0,,低层,6.0,2,2,9,10,10
538,天心省政府新联路319号湘水熙园,112.96370245869417,28.120208658763346,11793,98.8,83.78,3,2,1,南北,8.0,0,满五年,高层,22.0,0,6,10,2,10
539,开福北辰三角洲湘江北路北辰三角洲奥城E3区,112.97602210664678,28.2381622602516,18434,252.8,137.14,4,2,2,南北,9.0,1,满五年,中层,45.0,0,6,10,5,10
540,雨花汽车南站阳光大道西369号康斯丹郡,112.99658733556274,28.103345231477626,8618,105.8,122.77,4,2,2,南,11.0,1,满五年,高层,17.0,1,5,10,10,10
541,岳麓观沙岭银杉路599号光明E城,112.94184047473054,28.255087876156754,10901,92,84.4,2,2,1,南北,7.0,1,满五年,高层,32.0,0,3,10,10,10
542,星沙开元路东九路358号奥凯悦廷,113.12708635195789,28.253796904578014,7113,96.8,136.1,3,2,2,南北,8.0,1,满五年,中层,17.0,2,1,10,10,10
543,开福四方坪德雅路1191号才子佳苑(二区),113.0091982664191,28.233350004832428,9732,88,90.43,3,2,1,南北,12.0,1,满五年,低层,30.0,2,1,10,10,10
544,岳麓阳光100南二环518号阳光100国际新城(东区),112.93700094956117,28.14536676922364,8361,123.8,148.08,4,2,2,南北,17.0,1,满五年,中层,16.0,1,0,10,10,10
545,雨花树木岭南二环一段55号叠彩兰亭,113.01033991563112,28.157820802450072,10171,78,76.69,2,2,1,东北,7.0,1,满五年,低层,33.0,2,4,10,10,10
546,"天心书院路湘江中路,近橘洲湾路中建江山壹号",112.96151477695231,28.164435279838706,35023,705,201.3,4,2,2,南北,4.0,0,,高层,45.0,0,0,10,6,10
547,望城普瑞大道金星北路四段229号盈峰翠邸(别墅),112.90227544239436,28.309603396131735,9270,165,178,4,3,4,南北,3.0,0,,,1.0,0,0,7,3,10
548,"星沙万家丽北路万家丽北路,近星沙联络线碧桂园翘楚棠",113.05188543098271,28.281501019914444,12324,175,142,4,2,2,南,4.0,1,满五年,,5.0,0,0,10,1,10
549,岳麓观沙岭含光路125号当代滨江MOMA,112.95005618643339,28.239628508558653,16969,247,145.56,4,2,2,南北,9.0,1,满五年,高层,32.0,1,4,10,10,10
550,开福中山亭又一村巷38号铂宫家园,112.9733540516823,28.20552328665455,15482,169.8,109.68,3,2,2,南北,11.0,1,满五年,中层,34.0,2,0,10,10,10
551,星沙开元路星沙大道188号华润凤凰城(一期),113.08194569429429,28.25405913322553,8421,119.5,141.92,4,2,2,南北,11.0,1,满五年,中层,34.0,0,3,10,10,10
552,岳麓梅溪湖南环湖路777号晟通牡丹舸,112.87996161858966,28.190140020875553,19942,285,142.92,3,2,2,南北,7.0,1,,低层,41.0,3,1,10,10,10
553,天心奥特莱斯广场万家丽路格兰小镇(别墅),112.99691829078384,28.05954131479309,17534,378,215.59,5,2,3,南北,12.0,0,满五年,,1.0,1,0,10,3,10
554,雨花东塘水院巷51号湖南省水电院宿舍区,112.98779201368465,28.175084237254012,17155,200,116.59,3,2,2,南北,16.0,1,满五年,低层,11.0,2,0,10,10,10
555,天心天心区政府新姚南路200号花漾年华,112.97457601748582,28.108673097838782,8696,32,36.8,1,1,1,南,12.0,0,,中层,11.0,0,0,10,7,10
556,芙蓉火车站朝阳路凯通朝庭,113.00201291109947,28.189509706987216,10622,96,90.38,2,1,1,南北,10.0,1,满五年,高层,33.0,3,3,10,10,10
557,星沙万家丽北路万家丽北路92号星雅美辰,113.04712506447049,28.263646012410543,9643,108,112,3,2,2,南,6.0,1,满五年,中层,33.0,0,1,3,1,10
558,岳麓桐梓坡桐梓坡路485号沁园春御院,112.92458993824704,28.220071168011522,14482,256,176.78,4,2,2,南北,8.0,1,满五年,高层,18.0,3,1,10,10,10
559,星沙通程广场开元路62号楚天家园,113.35886687912617,28.27697936521743,5053,48,95,2,2,1,北,22.0,0,,中层,17.0,0,0,10,1,10
560,岳麓洋湖湿地公园和顺路283号福祥家园,112.93546960032958,28.129082750598304,16851,255,151.33,3,2,2,南北,11.0,1,满二年,低层,29.0,0,5,10,2,10
561,岳麓汽车西站华兰路39号时代天骄,112.90703749073586,28.223908368935295,7232,108,149.34,4,2,2,南北,5.0,1,满五年,高层,15.0,2,1,10,10,10
562,芙蓉汽车东站隆平路169号紫御江山,113.0657932334368,28.196966533608403,9781,113.8,116.35,4,2,2,南,9.0,1,满五年,高层,32.0,1,5,9,6,10
563,"岳麓洋湖湿地公园潇湘南路,近景园路珠江颐德公馆",112.94105153138968,28.113942237463732,21749,438,201.39,4,2,2,南北,5.0,1,满五年,中层,22.0,1,2,10,10,10
564,浏阳关口区菊花石东路长兴尚学城,113.63920628456701,28.17539606465318,7994,102.8,128.6,4,2,2,南北,3.0,0,满二年,中层,31.0,0,1,10,10,10
565,岳麓市政府金峰巷66号丽都桃源,112.91804627908469,28.23659674142584,7442,114.6,154.01,4,2,2,南北,11.0,1,满五年,高层,18.0,0,2,10,6,10
566,岳麓湖南商学院桐梓坡路328号咸嘉新村嘉旺苑,112.9254265404067,28.222487144251197,8931,105,117.57,3,2,2,南北,22.0,1,,低层,6.0,2,2,10,10,10
567,雨花体育新城长沙大道589号融科檀香山,113.04019534923574,28.170732931897838,22991,503,218.79,4,2,2,南北,11.0,1,满五年,,4.0,2,2,10,10,10
568,雨花赤岗冲劳动中路149号丽星景园,112.99964549276638,28.165885374890795,8567,129,150.59,4,2,2,南北,14.0,1,满五年,高层,18.0,5,1,10,10,10
569,岳麓银盆岭岳麓大道2号滨江金座,112.95558262043126,28.230275967173704,12617,205,162.49,3,2,2,南,14.0,1,满五年,高层,30.0,3,1,10,10,10
570,望城月亮岛银杉北路金富湘江悦城,112.92284352871627,28.28961170728539,11801,170,144.06,4,2,2,南北,2.0,1,满二年,低层,33.0,0,0,10,10,10
571,天心书院路殷家冲路慢步江湾,112.95938527440963,28.15150879771998,10197,100,98.07,3,2,1,南北,5.0,0,满五年,中层,34.0,0,2,10,10,10
572,雨花香樟路香樟路460号德馨园,113.01035811294349,28.13621932598503,6880,105,152.62,4,2,2,南北,14.0,0,满五年,低层,10.0,2,3,10,10,10
573,岳麓梅溪湖南梅溪湖路万科里梅溪郡(二期),112.89916813986993,28.188908306734582,21790,289.8,133,4,2,2,南北,7.0,0,满五年,低层,17.0,1,4,10,10,10
574,星沙开元路开元东路65号筑梦佳园,113.08842066942297,28.25002718971707,8405,106.8,127.08,4,2,2,南北,9.0,1,,低层,31.0,1,0,10,10,10
575,岳麓桐梓坡金星中路383号永祺西京,112.92629606250424,28.224037390741206,15650,208,132.91,4,2,2,南北,12.0,1,满五年,低层,33.0,2,2,10,10,10
576,开福北辰三角洲湘江北路三段北辰定江洋,112.97203990310645,28.239335851786443,23419,580,247.67,4,2,3,西南,8.0,0,,低层,39.0,0,3,10,6,10
577,天心友谊路友谊路560号长城雅苑,112.97796630309621,28.128188764022156,11182,93,83.17,2,2,1,南北,9.0,1,满五年,高层,30.0,0,6,10,10,10
578,岳麓梅溪湖北麓景路628号振业城(一期),112.90087154035051,28.203010742829033,18479,268,145.03,4,2,2,南北,4.0,1,满五年,,4.0,2,4,10,10,10
579,雨花赤岗冲红花坡路73号菁华源,112.99938656117864,28.171053654584178,7934,95,119.74,3,2,2,南,16.0,1,,中层,30.0,6,1,10,10,10
580,雨花万家丽南路桃花路欧莱雅郡(西区),113.02403749878366,28.095151114140407,9513,78,82,3,2,1,南,9.0,1,满五年,低层,29.0,2,2,10,7,10
581,星沙开元路开元西路1号湘绣城,113.06211138691543,28.250757237284116,6597,83.8,127.03,3,2,2,南北,16.0,1,满五年,高层,18.0,2,0,10,10,10
582,天心铁道学院新柠路1号柠檬丽都,112.97801974934141,28.13437690832171,8879,102,114.89,3,2,2,南北,15.0,1,,低层,6.0,0,4,10,10,10
583,雨花红星湘府东路二段28号托斯卡纳,113.0298663222135,28.11791927678182,13453,208,154.62,3,2,2,南北,11.0,1,满五年,,4.0,1,0,10,10,10
584,芙蓉识字岭识字里1号湖南省轻工业品进出口公司宿舍,112.98267782841859,28.190658638573375,9577,68.8,71.84,2,1,1,南北,6.0,1,满五年,低层,7.0,3,2,10,10,10
585,星沙开元路开元东路222号深业睿城,113.10892891411528,28.24645805082715,8160,88,107.85,3,2,1,南北,8.0,1,满五年,高层,26.0,1,0,10,10,10
586,岳麓梅溪湖北梅溪湖路金茂府,112.89444774221097,28.19765488617854,20692,252,121.79,3,2,2,南,10.0,1,满五年,低层,45.0,3,7,10,10,10
587,芙蓉马王堆荷花路469号芙蓉公寓(芙蓉),113.03584324839098,28.195479243400648,8713,128,146.92,4,2,2,南,18.0,1,满五年,高层,6.0,3,3,10,10,10
588,开福八一桥中山路48号阳光城檀悦,112.97779727062012,28.20288321830124,16622,243.8,146.68,4,2,2,南北,4.0,1,满五年,高层,48.0,3,0,10,10,10
589,望城月亮岛金星北路润和又一城(一期),112.90982097499496,28.289415676226856,9151,85,92.89,3,2,1,南,8.0,1,满五年,高层,33.0,0,0,10,10,10
590,天心黄土岭芙蓉中路三段416号兴威名城,112.97902729367763,28.16287158883622,7722,115,148.93,3,2,2,南北,19.0,1,满五年,中层,22.0,1,1,10,10,10
591,开福北辰三角洲秋月路北辰三角洲奥城D3区,112.97283755199034,28.23644933467638,17268,212.8,123.24,3,2,2,南北,11.0,1,满五年,高层,33.0,0,4,10,6,10
592,星沙泉塘东六路中国铁建国际城(一期),113.107321401189,28.23493610346373,5970,78.8,132,4,2,2,南北,11.0,1,满五年,低层,12.0,0,0,8,3,6
593,雨花雨花亭韶山中路752号华银园,112.98407890715329,28.151573828097764,7556,120,158.82,4,2,2,南北,16.0,1,,低层,17.0,0,3,10,10,10
594,芙蓉锦泰广场东二环二段221号星典时代,113.01286250085673,28.206545603538608,7723,100,129.5,4,2,2,南北,16.0,1,,高层,34.0,5,3,10,10,10
595,雨花雨花区政府香樟路19号香河公寓,113.01975618570437,28.14000129607156,6798,109.8,161.53,4,2,2,南北,16.0,1,满五年,高层,17.0,0,2,10,10,10
596,宁乡新城区花明北路429号安泰幸福里(南苑),112.5483472393628,28.286464956341508,8616,118.9,138,4,2,2,南北,4.0,0,,中层,8.0,0,0,10,10,10
597,开福广电中心万家丽北路一段859号归心苑,113.03698769637559,28.2419425444319,10735,175,163.02,4,2,2,南北,12.0,1,满五年,高层,24.0,1,1,10,10,10
598,"开福山语城兴联路,近开福大道恒基旭辉湖山赋(别墅)",112.98776762626214,28.31519804909836,17901,299,167.03,4,2,3,南北,6.0,0,,,1.0,0,0,3,4,10
599,"开福山语城兴联路,近开福大道恒基旭辉湖山赋",112.98776762626214,28.31519804909836,7672,110,143.38,4,2,2,南北,4.0,0,满二年,高层,18.0,0,0,3,4,10
600,芙蓉万家丽万家丽中路166号华城广场,113.0241438606657,28.1901816122773,10705,89,83.14,2,2,1,南北,12.0,1,满五年,高层,31.0,2,2,10,10,10
601,雨花时代阳光大道时代阳光大道330号博长山水香颐,113.04131324854184,28.095613678534235,8373,80.8,96.51,3,2,1,东南,8.0,1,满五年,中层,34.0,2,3,10,2,10
602,天心天心区政府新韶东路498号鑫远湘府华城(南区),112.98283689681087,28.12535072481342,10557,85,80.52,2,2,1,南,15.0,1,满五年,高层,27.0,0,6,10,10,10
603,雨花万家丽南路湘府东路长房半岛蓝湾,113.05127809611953,28.12368809810387,6815,80,117.4,3,2,2,南北,8.0,0,满五年,低层,30.0,1,0,10,8,10
604,芙蓉袁家岭五一路235号湘域中央,112.99298288279135,28.19706313062504,15469,212,137.05,3,2,1,南北,16.0,1,满五年,高层,34.0,2,4,10,10,10
605,雨花体育新城长沙大道598号融科紫檀,113.04014206692679,28.16836029487694,14576,260,178.38,5,2,3,南北,11.0,1,,低层,33.0,2,3,10,10,10
606,岳麓中海国际云栖路175号中海国际社区(二期),112.91698607798928,28.142885192373946,8351,82,98.2,3,2,1,南北,8.0,1,满五年,低层,33.0,0,4,10,10,10
607,"岳麓雷锋大道雷锋大道,近尖山路金鹰玖瓏山",112.88232111920608,28.24776306546195,9378,98,104.5,3,2,2,南北,6.0,0,满五年,高层,29.0,0,2,10,5,10
608,雨花左家塘人民中路424号华中印刷厂宿舍,112.99740209991873,28.18850295403663,8398,45.8,54.54,2,1,1,南,32.0,1,满五年,中层,6.0,3,7,10,10,10
609,望城玫瑰园银星路555号龙湖湘风原著(A2别墅),112.90804011862816,28.280010048669986,22693,358,157.76,4,2,3,南北,8.0,0,满五年,,1.0,0,0,10,1,10
610,浏阳关口区道吾山东路银天长兴湖壹号,113.64614075971727,28.16865759193691,7934,119.8,151,4,2,2,南北,8.0,0,满五年,低层,33.0,0,0,10,10,10
611,星沙泉塘盼盼路755号佐佑公寓,113.1132925729639,28.221978731377465,4799,16.8,35.01,1,0,1,北,7.0,0,满五年,高层,19.0,0,2,10,10,10
612,雨花红星湘府东路二段308号华盛世纪新城,113.01722419235624,28.11787871779293,8979,126,140.33,4,2,2,南北,14.0,0,满五年,低层,17.0,2,0,10,10,10
613,天心友谊路友谊路159号鑫天山水洲城,112.99335406662213,28.127829978958165,9362,132,141,3,2,2,南北,16.0,0,满五年,高层,17.0,1,2,10,3,10
614,望城月亮岛金星北路勤诚达新界,112.9147038384573,28.29753099720602,7903,50.8,64.28,2,2,2,南,10.0,1,满五年,中层,18.0,0,0,10,10,10
615,天心芙蓉南路芙蓉南路二段229号中建芙蓉和苑,112.98524754263225,28.087397527249163,15446,255,165.1,4,2,2,南北,8.0,1,满五年,,5.0,1,0,10,6,10
616,雨花东塘劳动中路60号(旧:劳动东路159号)金科园,112.99114649956377,28.169646442550494,7072,55,77.78,2,2,1,南北,28.0,1,满五年,中层,6.0,4,0,10,10,10
617,雨花韶山南路韶山南路633号上海城,113.00017203101378,28.13370021944425,8553,129,150.83,4,2,2,南北,19.0,0,满五年,中层,11.0,1,2,10,10,10
618,"天心天心区政府刘家冲路,近杉木冲路五江书香苑",112.98643679211123,28.110271265583638,16866,226,134,4,2,2,南北,6.0,1,满五年,低层,18.0,0,3,10,8,10
619,岳麓麓谷咸嘉湖西路338号翡翠华庭,112.89912818973833,28.215112319960276,8263,78.8,95.37,3,2,1,南北,13.0,1,满五年,高层,26.0,0,1,10,10,10
620,天心友谊路友谊路318号君临青园花都,112.98948122217904,28.128728369714537,8642,121,140.02,3,2,2,南北,16.0,1,满五年,高层,21.0,1,4,10,10,10
621,芙蓉马王堆马王堆北路18号新南天古汉国际广场,113.02064613809328,28.207476398325507,8225,74,89.98,3,2,2,南北,9.0,1,满五年,低层,21.0,5,7,10,10,10
622,雨花洞井铺圭白路长房明宸府,113.03900709953227,28.102702440099154,9791,140,143,4,2,2,南北,2.0,1,满二年,低层,34.0,2,2,10,4,10
623,开福开福寺江天路6号北辰三角洲D4区瀚江府,112.97157652934501,28.2343647569347,22236,288,129.52,3,2,2,南北,1.0,1,满二年,高层,56.0,0,3,8,10,10
624,星沙万家丽北路万家丽北路89号草莓街区,113.05073460584435,28.265342771765507,7170,55,76.71,3,2,1,南,9.0,1,满五年,高层,33.0,0,0,5,9,10
625,岳麓商学院华兰路129号水木兰庭,112.90939785470691,28.228028794113282,6868,74,107.75,3,2,1,南北,14.0,1,满五年,低层,7.0,2,0,10,7,10
626,岳麓银盆岭岳麓大道89号麓江春,112.94425760295952,28.228207704119416,7790,72,92.43,2,2,1,南北,14.0,1,满五年,中层,33.0,2,0,10,10,10
627,岳麓咸嘉湖咸嘉湖路910号阿普阿布,112.92135334204433,28.215457716496203,12210,92,75.35,3,2,1,南北,11.0,1,满五年,高层,17.0,1,1,10,10,10
628,星沙万家丽北路滨湖西路36号完美生活小区,113.05982824117379,28.274275190051778,5815,72.8,125.21,3,2,2,南,14.0,1,满五年,高层,32.0,1,1,10,10,10
629,开福伍家岭新码头26号竹满人家,112.98562770229346,28.235190778509157,7054,90,127.6,3,2,2,南,17.0,1,满五年,低层,6.0,2,5,10,10,10
630,开福湘江中路湘江大道320号金色屋顶,112.96929497817241,28.221438690705916,12848,205,159.57,4,2,2,南北,9.0,1,满五年,高层,31.0,1,0,7,10,10
631,芙蓉锦泰广场荷花路66号荷花苑小区,113.01713836978385,28.193885403170093,7848,72,91.75,2,2,1,南,19.0,1,,低层,7.0,3,5,10,10,10
632,星沙中南汽车世界西霞路2号长永佳苑,113.059204200938,28.23476934183708,6877,72.8,105.87,3,2,1,南北,12.0,0,,高层,32.0,0,0,10,3,10
633,天心奥特莱斯广场芙蓉南路二段252号大唐印象,112.9795875709951,28.08782881497903,10998,153.8,139.85,4,2,2,南北,6.0,1,满五年,高层,7.0,0,0,9,5,10
634,雨花洞井铺中意一路红星嘉和苑(二期),113.00588895802139,28.10082055542245,9142,90,98.45,3,2,1,南,8.0,0,满五年,高层,26.0,0,3,10,10,10
635,天心奥特莱斯广场汇金路青年汇,113.01037659654196,28.071762419498896,7343,105.8,144.09,3,2,2,南北,13.0,0,满五年,高层,15.0,1,1,10,10,10
636,雨花人民路人民中路72号地泰御璟苑,112.98427632938082,28.18803703157589,19135,225,117.59,3,2,2,南北,9.0,1,,中层,32.0,3,4,10,10,10
637,望城普瑞大道普瑞大道288号润和之悦,112.90362118982446,28.296794141283122,7718,68,88.11,3,2,1,南北,12.0,1,,低层,32.0,0,0,10,10,10
638,雨花新星小区树木岭路469号金色LOFT,113.01958480285695,28.149846310498752,8937,42,47,2,1,1,南,12.0,1,满五年,高层,32.0,0,3,10,10,10
639,星沙万家丽北路万家丽北路69号红树湾小区,113.05282109927276,28.269576744656938,5813,76.8,132.14,3,2,2,南北,12.0,1,满五年,高层,17.0,1,1,10,10,10
640,岳麓观沙岭银杉路459号德润园,112.94402814088775,28.247641565181517,9409,83,88.22,2,2,1,南北,12.0,1,满五年,高层,18.0,0,5,10,10,10
641,天心新开铺竹塘西路378号长盛岚庭,112.97371814004504,28.142759684356314,9725,93.8,96.46,3,2,1,南,12.0,1,满五年,中层,18.0,0,2,10,10,10
642,"星沙中南汽车世界锦绣路,近石塘路永宏万家里",113.05384381447708,28.254803096144865,7080,70.8,100,3,2,1,南,9.0,1,满二年,高层,29.0,2,0,10,9,10
643,雨花雨花区政府体院路10号中天星耀城,113.04066514446248,28.132679991354532,13446,233.5,173.67,5,2,3,南,3.0,1,满二年,高层,33.0,1,4,10,10,10
644,星沙万家丽北路特立西路18号三一街区,113.06165978888832,28.25906471731889,7408,130,175.49,4,2,2,南北,9.0,1,满五年,高层,28.0,1,0,10,10,10
645,天心省政府刘家冲中路升远君尚嘉筑,112.98968726238208,28.106918983521513,10751,198,184.18,5,2,2,南北,14.0,1,满五年,低层,15.0,1,3,10,5,10
646,岳麓麓谷枫林三路608号涉外国际公馆,112.87587771055458,28.201956818105284,9133,81,88.69,3,2,1,南,13.0,1,满五年,高层,26.0,2,1,10,10,10
647,开福山语城创远路1号湘江壹号,112.95457055286096,28.298066891502973,10344,253,244.6,4,2,4,南北,4.0,0,满五年,低层,29.0,0,1,2,1,0
648,"望城玫瑰园金潇路,近金星北路玛丽的花园",112.91601440667746,28.286672035696917,7835,96.5,123.17,3,2,2,南北,7.0,1,满五年,高层,32.0,0,0,10,10,10
649,岳麓梅溪湖南泉水路绿地麓湖郡,112.87627142264373,28.176629982616422,22732,335,147.37,4,2,2,南北,5.0,1,满五年,低层,8.0,0,0,4,2,0
650,雨花高桥东二环天下一家,113.01271429345226,28.18521223080174,9180,74.8,81.49,2,1,1,南北,7.0,1,满五年,中层,33.0,3,1,10,10,10
651,星沙开元路开元东路89号深业喜汇,113.10114410178898,28.250768736426195,9220,80.8,87.64,3,2,1,南,5.0,1,满五年,高层,24.0,2,1,10,10,10
652,望城望城新区政府高塘岭大道才子城,112.81871045053543,28.341096226231134,5129,47.8,93.2,3,2,2,南,7.0,0,满五年,高层,32.0,0,0,10,10,10
653,岳麓银盆岭潇湘北路世茂外滩里,112.95700132569488,28.23137739165705,22188,228,102.76,3,2,1,南北,6.0,1,,中层,51.0,2,1,10,10,10
654,芙蓉马王堆万家丽北段三段476号古汉名居,113.02481516339567,28.209617815703734,7419,129.8,174.97,4,2,2,南北,12.0,1,满五年,低层,18.0,1,4,10,10,10
655,雨花高桥朝晖路4号都城康欣园,113.01215906624995,28.17924968236817,6736,91.8,136.29,3,2,2,南北,22.0,1,满五年,中层,13.0,2,1,10,10,10
656,岳麓观沙岭银杉路626号金麓小区,112.94882596432764,28.251085834378543,8006,66,82.44,2,2,1,南北,14.0,1,满五年,中层,18.0,0,2,10,10,10
657,星沙万家丽北路万家丽北路57号世景华庭,113.05538933554126,28.272719883944557,5585,48.8,87.38,3,2,1,南,14.0,1,满五年,中层,32.0,1,1,10,10,10
658,天心长沙理工大学万家丽南路二段898号磊鑫嘉苑,113.00940529796887,28.06822560537541,7048,110.8,157.22,4,2,2,南北,11.0,0,满五年,低层,17.0,0,1,10,10,10
659,"岳麓洋湖湿地公园洋湖大道,近罗谷塘路映客龙湖璟翠中心",112.91667127955438,28.1238415625105,17261,245,141.94,4,2,2,南,2.0,0,满二年,中层,28.0,0,1,10,2,10
660,星沙星沙大道凉塘东路达诚阳光丽景,113.08093671105806,28.245777027558884,6083,73.6,121,3,2,2,南,17.0,1,满五年,中层,15.0,0,5,10,10,10
661,岳麓麓谷东方红北路457号金侨风华府,112.86124988255266,28.24524789279782,7797,83.1,106.59,3,2,2,南北,4.0,0,满五年,高层,31.0,0,0,10,6,6
662,望城望城新区政府新塘路景城苑,112.81923223485231,28.347896638485864,4912,62.6,127.46,3,2,2,南北,14.0,0,满五年,高层,22.0,0,1,10,10,10
663,雨花麻园塘芙蓉中路三段575号浦沅社区,112.98171894565003,28.15133439362033,5140,32.1,62.36,2,1,1,南北,24.0,1,满五年,高层,7.0,0,2,10,10,10
664,星沙开元路开元东路189号宁华星湖湾(一期),113.12290822637635,28.252085774175175,7963,120,150.71,4,2,2,南北,7.0,1,,高层,32.0,2,1,10,10,10
665,芙蓉德政园马王堆中路234号德政园明心苑,113.01870123623802,28.19079688261711,6962,89.8,129,3,2,2,南北,22.0,1,满五年,低层,7.0,2,2,10,10,10
666,望城玫瑰园银杉路时代倾城(四期),112.92790985526509,28.276977077264984,8753,83.8,95.74,2,2,1,南,5.0,1,满二年,高层,34.0,0,1,7,3,10
667,星沙开元路黄兴大道218号海伦春天,113.11939399092113,28.242411327216068,8175,98,119.88,3,2,2,南北,7.0,1,,中层,32.0,1,1,10,10,10
668,望城普瑞东路普瑞大道二段888号富基世纪公园御景园,112.89185447568286,28.3011687250632,9858,138,140,4,2,2,南北,5.0,0,,低层,31.0,0,0,10,7,10
669,岳麓麓谷麓云路159号中房F联邦,112.87994660317878,28.20734311035414,7895,92,116.53,3,2,2,南北,13.0,1,,低层,28.0,0,0,10,10,10
670,星沙星沙大道向阳路1号金科时代中心,113.06693172083591,28.232101462689307,8781,79.8,90.88,3,2,1,南北,7.0,0,,中层,33.0,0,0,10,0,10
671,星沙星沙大道开元东路47号尚城,113.0802345952806,28.250758932023523,6107,77,126.1,3,2,2,南北,15.0,1,满五年,低层,33.0,0,4,10,10,10
672,星沙开元路开元东路MOMA当代广场,113.11855275727564,28.246443457000165,7112,89.4,125.72,4,2,2,南北,8.0,1,满五年,中层,34.0,2,0,10,10,10
673,雨花体育新城沙湾路308号星城映象,113.04163991098811,28.16562408411773,8670,99,114.2,3,2,2,南北,14.0,1,满五年,中层,24.0,3,2,10,10,10
674,雨花赤岗冲曙光中路537号名都花园,112.99938482410964,28.16751947642659,8047,145,180.21,4,2,2,南北,19.0,1,满五年,中层,9.0,7,1,10,10,10
675,雨花圭塘万家丽中路二段539号万科繁华里,113.02928390017173,28.14597522545765,11870,85,71.61,2,2,1,南,11.0,1,满五年,中层,32.0,0,4,10,10,10
676,浏阳集里区白沙西路碧桂园天誉,113.608706970683,28.167916055632052,7298,108,148,4,2,2,南北,4.0,0,满二年,低层,27.0,0,1,10,7,10
677,望城玫瑰园金星北路221号山与墅(别墅),112.92344159010679,28.27146617491279,19270,300,155.69,3,2,3,南,9.0,1,满二年,,1.0,0,1,3,1,10
678,望城玫瑰园金星大道209号珠江东方明珠(一二期),112.91884528644651,28.279045224229318,5976,56,93.72,2,2,1,南,12.0,1,满五年,中层,28.0,0,1,10,10,10
679,天心友阿奥特莱斯中意一路中信文化广场雅居,112.9771921465405,28.07200483393886,8822,75,85.02,3,2,1,南北,11.0,1,满五年,中层,11.0,1,0,0,0,10
680,天心坡子街熙台岭巷席草田小区,112.97450161079702,28.185333705861375,6945,88.8,127.87,3,2,2,南北,24.0,1,满五年,中层,8.0,2,2,10,10,10
681,雨花树木岭曲塘路116号世茂璀璨天城,113.0206885005698,28.15223634424822,13147,260,197.77,4,2,3,南北,3.0,1,满五年,中层,32.0,0,3,10,10,10
682,岳麓麓谷麓云路120号麓谷锦和园,112.87516237336227,28.209951681786844,6506,56,86.08,2,1,1,南北,9.0,1,满五年,中层,16.0,1,1,10,10,10
683,望城玫瑰园金甲冲路龙湖璟宸原著(C区),112.9086287486587,28.273295330409734,7861,99,125.94,4,2,2,南,9.0,0,满五年,中层,20.0,0,0,8,1,10
684,岳麓雷锋大道雷锋大道609号天麓尚层(二四期),112.88490524880942,28.24878507302797,9105,82,90.07,3,2,1,南北,8.0,0,满五年,高层,27.0,0,2,7,2,10
685,开福四方坪福元中路66号美利新世界,113.01503061175725,28.254954194789192,7977,99,124.12,3,2,2,南北,10.0,0,满五年,高层,27.0,0,5,10,2,10
686,芙蓉芙蓉区政府人民东路516号万科西街庭院,113.03391252420042,28.1818064340287,12896,220,170.6,4,2,2,南北,8.0,1,满五年,低层,16.0,2,2,10,10,10
687,"星沙万家丽北路南塘路,近特立西路筑梦星园",113.05522750929667,28.259558537877318,8224,81.8,99.47,3,2,1,南北,8.0,1,,低层,32.0,1,0,10,10,10
688,岳麓洋湖湿地公园景园路239号洋湖景园,112.93098838405726,28.118365994896326,9245,74,80.05,2,2,1,南北,12.0,1,满五年,高层,18.0,0,0,10,9,10
689,岳麓麓谷尖山路709号麓谷小镇,112.8795646515453,28.23621142556825,8320,79,94.96,3,2,1,南北,7.0,0,满五年,高层,33.0,0,1,10,10,10
